ano,mes,estado,regiao,bioma,focos_calor,area_estimada_ha,risco_fogo_medio
2022,4,Rondônia,Norte,Amazônia,100,1747.1,0.38
2022,4,Bahia,Nordeste,Caatinga,81,1094.6,0.25
2022,4,Goiás,Centro-Oeste,Cerrado,79,1359.6,0.37
2022,4,Minas Gerais,Sudeste,Cerrado,100,2019.1,0.37
2022,4,Mato Grosso do Sul,Centro-Oeste,Pantanal,85,1558.8,0.46
2022,4,Piauí,Nordeste,Caatinga,65,817.6,0.42
2022,4,São Paulo,Sudeste,Mata Atlântica,86,1605.8,0.39
2022,4,Roraima,Norte,Amazônia,57,1108.6,0.46
2022,4,Amapá,Norte,Amazônia,44,355.5,0.26
2022,5,Pará,Norte,Amazônia,260,3522.1,0.25
2022,5,Mato Grosso,Centro-Oeste,Amazônia,231,3299.1,0.49
2022,5,Amazonas,Norte,Amazônia,157,1755.5,0.26
2022,5,Tocantins,Norte,Cerrado,166,2880.9,0.31
2022,5,Maranhão,Nordeste,Cerrado,136,1811.1,0.54
2022,5,Acre,Norte,Amazônia,114,1676.8,0.45
2022,5,Rondônia,Norte,Amazônia,97,1563.9,0.23
2022,5,Bahia,Nordeste,Caatinga,137,2563.0,0.42
2022,5,Goiás,Centro-Oeste,Cerrado,136,2907.3,0.43
2022,5,Minas Gerais,Sudeste,Cerrado,129,2706.2,0.39
2022,5,Mato Grosso do Sul,Centro-Oeste,Pantanal,92,1361.8,0.34
2022,5,Piauí,Nordeste,Caatinga,76,935.0,0.28
2022,5,São Paulo,Sudeste,Mata Atlântica,100,1235.8,0.47
2022,5,Roraima,Norte,Amazônia,103,1217.1,0.42
2022,5,Amapá,Norte,Amazônia,48,505.7,0.34
2022,6,Pará,Norte,Amazônia,367,5634.3,0.43
2022,6,Mato Grosso,Centro-Oeste,Amazônia,337,5372.6,0.41
2022,6,Amazonas,Norte,Amazônia,306,4805.2,0.38
2022,6,Tocantins,Norte,Cerrado,227,4839.6,0.35
2022,6,Maranhão,Nordeste,Cerrado,260,5298.5,0.41
2022,6,Acre,Norte,Amazônia,136,2251.3,0.33
2022,6,Rondônia,Norte,Amazônia,215,4429.1,0.36
2022,6,Bahia,Nordeste,Caatinga,103,1949.5,0.33
2022,6,Goiás,Centro-Oeste,Cerrado,193,2688.9,0.34
2022,6,Minas Gerais,Sudeste,Cerrado,164,2744.4,0.41
2022,6,Mato Grosso do Sul,Centro-Oeste,Pantanal,205,2122.2,0.29
2022,6,Piauí,Nordeste,Caatinga,138,1522.7,0.42
2022,6,São Paulo,Sudeste,Mata Atlântica,163,2551.6,0.51
2022,6,Roraima,Norte,Amazônia,100,1632.3,0.27
2022,6,Amapá,Norte,Amazônia,84,832.5,0.38
2022,7,Pará,Norte,Amazônia,554,7753.1,0.55
2022,7,Mato Grosso,Centro-Oeste,Amazônia,647,14154.8,0.51
2022,7,Amazonas,Norte,Amazônia,392,4640.6,0.55
2022,7,Tocantins,Norte,Cerrado,259,3359.2,0.37
2022,7,Maranhão,Nordeste,Cerrado,312,2791.3,0.36
2022,7,Acre,Norte,Amazônia,201,3127.6,0.48
2022,7,Rondônia,Norte,Amazônia,274,4236.4,0.49
2022,7,Bahia,Nordeste,Caatinga,153,2658.0,0.32
2022,7,Goiás,Centro-Oeste,Cerrado,320,4644.1,0.46
2022,7,Minas Gerais,Sudeste,Cerrado,276,5908.3,0.37
2022,7,Mato Grosso do Sul,Centro-Oeste,Pantanal,234,2530.3,0.35
2022,7,Piauí,Nordeste,Caatinga,151,2160.1,0.43
2022,7,São Paulo,Sudeste,Mata Atlântica,168,2907.9,0.52
2022,7,Roraima,Norte,Amazônia,146,1479.5,0.31
2022,7,Amapá,Norte,Amazônia,142,2171.7,0.43
2022,8,Pará,Norte,Amazônia,1121,20821.2,0.56
2022,8,Mato Grosso,Centro-Oeste,Amazônia,1128,21373.8,0.53
2022,8,Amazonas,Norte,Amazônia,575,7499.1,0.47
2022,8,Tocantins,Norte,Cerrado,433,5870.5,0.59
2022,8,Maranhão,Nordeste,Cerrado,863,13134.4,0.45
2022,8,Acre,Norte,Amazônia,453,9916.3,0.61
2022,8,Rondônia,Norte,Amazônia,482,10135.7,0.58
2022,8,Bahia,Nordeste,Caatinga,394,5251.5,0.54
2022,8,Goiás,Centro-Oeste,Cerrado,542,6647.9,0.59
2022,8,Minas Gerais,Sudeste,Cerrado,527,5496.3,0.48
2022,8,Mato Grosso do Sul,Centro-Oeste,Pantanal,347,7515.5,0.65
2022,8,Piauí,Nordeste,Caatinga,433,4267.4,0.58
2022,8,São Paulo,Sudeste,Mata Atlântica,561,10494.8,0.52
2022,8,Roraima,Norte,Amazônia,324,4400.3,0.44
2022,8,Amapá,Norte,Amazônia,217,1943.1,0.47
2022,9,Pará,Norte,Amazônia,1554,33444.4,0.63
2022,9,Mato Grosso,Centro-Oeste,Amazônia,883,13320.9,0.54
2022,9,Amazonas,Norte,Amazônia,703,11931.0,0.58
2022,9,Tocantins,Norte,Cerrado,844,14434.8,0.49
2022,9,Maranhão,Nordeste,Cerrado,710,6258.1,0.71
2022,9,Acre,Norte,Amazônia,484,4694.5,0.56
2022,9,Rondônia,Norte,Amazônia,547,9676.6,0.57
2022,9,Bahia,Nordeste,Caatinga,463,10164.6,0.53
2022,9,Goiás,Centro-Oeste,Cerrado,630,7741.2,0.69
2022,9,Minas Gerais,Sudeste,Cerrado,704,9831.5,0.77
2022,9,Mato Grosso do Sul,Centro-Oeste,Pantanal,382,5022.8,0.57
2022,9,Piauí,Nordeste,Caatinga,524,9573.8,0.56
2022,9,São Paulo,Sudeste,Mata Atlântica,413,3415.0,0.38
2022,9,Roraima,Norte,Amazônia,444,4404.3,0.53
2022,9,Amapá,Norte,Amazônia,203,1658.4,0.6
2022,10,Pará,Norte,Amazônia,997,15624.4,0.53
2022,10,Mato Grosso,Centro-Oeste,Amazônia,1255,11763.3,0.52
2022,10,Amazonas,Norte,Amazônia,524,6573.8,0.53
2022,10,Tocantins,Norte,Cerrado,588,7798.3,0.67
2022,10,Maranhão,Nordeste,Cerrado,491,9324.2,0.35
2022,10,Acre,Norte,Amazônia,374,6595.1,0.61
2022,10,Rondônia,Norte,Amazônia,346,6841.2,0.5
2022,10,Bahia,Nordeste,Caatinga,506,8718.9,0.48
2022,10,Goiás,Centro-Oeste,Cerrado,484,8032.0,0.59
2022,10,Minas Gerais,Sudeste,Cerrado,513,5182.5,0.47
2022,10,Mato Grosso do Sul,Centro-Oeste,Pantanal,407,7131.9,0.67
2022,10,Piauí,Nordeste,Caatinga,317,2852.2,0.54
2022,10,São Paulo,Sudeste,Mata Atlântica,311,3779.1,0.63
2022,10,Roraima,Norte,Amazônia,369,6368.6,0.48
2022,10,Amapá,Norte,Amazônia,200,1875.5,0.49
2022,11,Pará,Norte,Amazônia,737,8630.7,0.47
2022,11,Mato Grosso,Centro-Oeste,Amazônia,572,7634.6,0.52
2022,11,Amazonas,Norte,Amazônia,314,5215.6,0.39
2022,11,Tocantins,Norte,Cerrado,338,5213.4,0.51
2022,11,Maranhão,Nordeste,Cerrado,257,5581.9,0.49
2022,11,Acre,Norte,Amazônia,268,4950.8,0.56
2022,11,Rondônia,Norte,Amazônia,266,2605.0,0.5
2022,11,Bahia,Nordeste,Caatinga,200,2228.9,0.4
2022,11,Goiás,Centro-Oeste,Cerrado,187,2646.4,0.26
2022,11,Minas Gerais,Sudeste,Cerrado,281,3194.9,0.43
2022,11,Mato Grosso do Sul,Centro-Oeste,Pantanal,192,3920.1,0.39
2022,11,Piauí,Nordeste,Caatinga,129,2505.6,0.49
2022,11,São Paulo,Sudeste,Mata Atlântica,176,3268.4,0.44
2022,11,Roraima,Norte,Amazônia,185,3366.8,0.4
2022,11,Amapá,Norte,Amazônia,122,1279.0,0.51
2022,12,Pará,Norte,Amazônia,385,8132.5,0.37
2022,12,Mato Grosso,Centro-Oeste,Amazônia,332,6457.1,0.32
2022,12,Amazonas,Norte,Amazônia,201,3973.7,0.25
2022,12,Tocantins,Norte,Cerrado,192,3122.9,0.5
2022,12,Maranhão,Nordeste,Cerrado,115,1829.7,0.38
2022,12,Acre,Norte,Amazônia,144,2434.8,0.4
2022,12,Rondônia,Norte,Amazônia,129,1865.6,0.41
2022,12,Bahia,Nordeste,Caatinga,105,2016.1,0.3
2022,12,Goiás,Centro-Oeste,Cerrado,145,2648.1,0.26
2022,12,Minas Gerais,Sudeste,Cerrado,120,1557.0,0.4
2022,12,Mato Grosso do Sul,Centro-Oeste,Pantanal,126,1017.2,0.49
2022,12,Piauí,Nordeste,Caatinga,87,1862.9,0.42
2022,12,São Paulo,Sudeste,Mata Atlântica,80,806.8,0.28
2022,12,Roraima,Norte,Amazônia,102,2238.8,0.34
2022,12,Amapá,Norte,Amazônia,55,996.0,0.2
2023,1,Pará,Norte,Amazônia,262,3532.1,0.42
2023,1,Mato Grosso,Centro-Oeste,Amazônia,279,2244.6,0.29
2023,1,Amazonas,Norte,Amazônia,100,1911.9,0.45
2023,1,Tocantins,Norte,Cerrado,130,1915.4,0.28
2023,1,Maranhão,Nordeste,Cerrado,108,1740.9,0.36
2023,1,Acre,Norte,Amazônia,117,1924.5,0.5
2023,1,Rondônia,Norte,Amazônia,119,1401.5,0.39
2023,1,Bahia,Nordeste,Caatinga,75,680.9,0.45
2023,1,Goiás,Centro-Oeste,Cerrado,92,1746.9,0.31
2023,1,Minas Gerais,Sudeste,Cerrado,123,1874.7,0.4
2023,1,Mato Grosso do Sul,Centro-Oeste,Pantanal,66,831.3,0.33
2023,1,Piauí,Nordeste,Caatinga,59,654.2,0.34
2023,1,São Paulo,Sudeste,Mata Atlântica,96,2109.8,0.4
2023,1,Roraima,Norte,Amazônia,65,903.3,0.39
2023,1,Amapá,Norte,Amazônia,55,531.1,0.39
2023,2,Pará,Norte,Amazônia,260,3477.2,0.32
2023,2,Mato Grosso,Centro-Oeste,Amazônia,245,2592.8,0.46
2023,2,Amazonas,Norte,Amazônia,88,736.3,0.25
2023,2,Tocantins,Norte,Cerrado,110,1340.0,0.2
2023,2,Maranhão,Nordeste,Cerrado,122,2414.0,0.33
2023,2,Acre,Norte,Amazônia,82,1182.0,0.3
2023,2,Rondônia,Norte,Amazônia,69,629.9,0.34
2023,2,Bahia,Nordeste,Caatinga,64,903.4,0.48
2023,2,Goiás,Centro-Oeste,Cerrado,95,971.3,0.4
2023,2,Minas Gerais,Sudeste,Cerrado,74,1370.4,0.36
2023,2,Mato Grosso do Sul,Centro-Oeste,Pantanal,75,672.4,0.35
2023,2,Piauí,Nordeste,Caatinga,59,688.2,0.32
2023,2,São Paulo,Sudeste,Mata Atlântica,68,781.6,0.32
2023,2,Roraima,Norte,Amazônia,62,886.4,0.28
2023,2,Amapá,Norte,Amazônia,35,310.7,0.34
2023,3,Pará,Norte,Amazônia,113,1453.5,0.41
2023,3,Mato Grosso,Centro-Oeste,Amazônia,178,2819.9,0.35
2023,3,Amazonas,Norte,Amazônia,79,1440.3,0.3
2023,3,Tocantins,Norte,Cerrado,80,1273.2,0.38
2023,3,Maranhão,Nordeste,Cerrado,104,1718.0,0.34
2023,3,Acre,Norte,Amazônia,60,607.0,0.31
2023,3,Rondônia,Norte,Amazônia,69,1373.7,0.27
2023,3,Bahia,Nordeste,Caatinga,71,682.1,0.55
2023,3,Goiás,Centro-Oeste,Cerrado,82,733.7,0.39
2023,3,Minas Gerais,Sudeste,Cerrado,90,823.0,0.48
2023,3,Mato Grosso do Sul,Centro-Oeste,Pantanal,53,547.0,0.1
2023,3,Piauí,Nordeste,Caatinga,51,702.0,0.5
2023,3,São Paulo,Sudeste,Mata Atlântica,67,594.4,0.5
2023,3,Roraima,Norte,Amazônia,63,909.0,0.34
2023,3,Amapá,Norte,Amazônia,32,329.8,0.27
2023,4,Pará,Norte,Amazônia,261,3985.8,0.28
2023,4,Mato Grosso,Centro-Oeste,Amazônia,194,3940.9,0.32
2023,4,Amazonas,Norte,Amazônia,111,1589.2,0.38
2023,4,Tocantins,Norte,Cerrado,125,1942.7,0.33
2023,4,Maranhão,Nordeste,Cerrado,85,1461.6,0.34
2023,4,Acre,Norte,Amazônia,69,1301.2,0.43
2023,4,Rondônia,Norte,Amazônia,57,1088.7,0.36
2023,4,Bahia,Nordeste,Caatinga,86,1648.7,0.43
2023,4,Goiás,Centro-Oeste,Cerrado,93,1438.0,0.33
2023,4,Minas Gerais,Sudeste,Cerrado,98,1872.4,0.27
2023,4,Mato Grosso do Sul,Centro-Oeste,Pantanal,81,1675.6,0.31
2023,4,Piauí,Nordeste,Caatinga,56,592.4,0.31
2023,4,São Paulo,Sudeste,Mata Atlântica,68,688.8,0.4
2023,4,Roraima,Norte,Amazônia,74,678.5,0.26
2023,4,Amapá,Norte,Amazônia,40,602.9,0.36
2023,5,Pará,Norte,Amazônia,283,6163.0,0.39
2023,5,Mato Grosso,Centro-Oeste,Amazônia,295,3045.4,0.47
2023,5,Amazonas,Norte,Amazônia,153,1571.5,0.43
2023,5,Tocantins,Norte,Cerrado,144,2215.2,0.33
2023,5,Maranhão,Nordeste,Cerrado,152,1385.0,0.38
2023,5,Acre,Norte,Amazônia,86,1721.2,0.4
2023,5,Rondônia,Norte,Amazônia,118,2117.3,0.46
2023,5,Bahia,Nordeste,Caatinga,81,1579.7,0.2
2023,5,Goiás,Centro-Oeste,Cerrado,67,999.6,0.31
2023,5,Minas Gerais,Sudeste,Cerrado,110,1147.6,0.43
2023,5,Mato Grosso do Sul,Centro-Oeste,Pantanal,109,1025.6,0.4
2023,5,Piauí,Nordeste,Caatinga,72,926.7,0.32
2023,5,São Paulo,Sudeste,Mata Atlântica,111,1899.9,0.33
2023,5,Roraima,Norte,Amazônia,52,1028.6,0.45
2023,5,Amapá,Norte,Amazônia,55,928.3,0.35
2023,6,Pará,Norte,Amazônia,422,5296.7,0.31
2023,6,Mato Grosso,Centro-Oeste,Amazônia,308,3218.1,0.39
2023,6,Amazonas,Norte,Amazônia,202,3983.2,0.42
2023,6,Tocantins,Norte,Cerrado,229,4057.4,0.27
2023,6,Maranhão,Nordeste,Cerrado,123,1350.2,0.38
2023,6,Acre,Norte,Amazônia,151,3049.7,0.39
2023,6,Rondônia,Norte,Amazônia,179,3098.5,0.43
2023,6,Bahia,Nordeste,Caatinga,127,2208.6,0.36
2023,6,Goiás,Centro-Oeste,Cerrado,124,1768.1,0.39
2023,6,Minas Gerais,Sudeste,Cerrado,199,3115.0,0.37
2023,6,Mato Grosso do Sul,Centro-Oeste,Pantanal,136,1298.8,0.37
2023,6,Piauí,Nordeste,Caatinga,100,1835.9,0.37
2023,6,São Paulo,Sudeste,Mata Atlântica,114,2281.9,0.41
2023,6,Roraima,Norte,Amazônia,108,2004.0,0.35
2023,6,Amapá,Norte,Amazônia,82,979.2,0.33
2023,7,Pará,Norte,Amazônia,614,5741.8,0.56
2023,7,Mato Grosso,Centro-Oeste,Amazônia,323,5289.8,0.38
2023,7,Amazonas,Norte,Amazônia,256,4711.6,0.32
2023,7,Tocantins,Norte,Cerrado,310,5054.6,0.48
2023,7,Maranhão,Nordeste,Cerrado,271,5182.6,0.4
2023,7,Acre,Norte,Amazônia,204,4475.0,0.37
2023,7,Rondônia,Norte,Amazônia,233,2071.6,0.5
2023,7,Bahia,Nordeste,Caatinga,183,1758.5,0.5
2023,7,Goiás,Centro-Oeste,Cerrado,257,5218.6,0.45
2023,7,Minas Gerais,Sudeste,Cerrado,270,3787.0,0.62
2023,7,Mato Grosso do Sul,Centro-Oeste,Pantanal,167,3145.3,0.26
2023,7,Piauí,Nordeste,Caatinga,186,2642.6,0.43
2023,7,São Paulo,Sudeste,Mata Atlântica,222,3615.0,0.51
2023,7,Roraima,Norte,Amazônia,117,1775.3,0.47
2023,7,Amapá,Norte,Amazônia,99,1467.9,0.34
2023,8,Pará,Norte,Amazônia,1239,20330.9,0.53
2023,8,Mato Grosso,Centro-Oeste,Amazônia,986,16641.2,0.65
2023,8,Amazonas,Norte,Amazônia,621,8114.0,0.5
2023,8,Tocantins,Norte,Cerrado,512,5099.7,0.51
2023,8,Maranhão,Nordeste,Cerrado,531,5705.8,0.35
2023,8,Acre,Norte,Amazônia,293,3193.1,0.58
2023,8,Rondônia,Norte,Amazônia,443,3591.5,0.52
2023,8,Bahia,Nordeste,Caatinga,326,6271.0,0.46
2023,8,Goiás,Centro-Oeste,Cerrado,475,5751.7,0.74
2023,8,Minas Gerais,Sudeste,Cerrado,469,4323.9,0.57
2023,8,Mato Grosso do Sul,Centro-Oeste,Pantanal,319,4093.8,0.54
2023,8,Piauí,Nordeste,Caatinga,385,5740.2,0.52
2023,8,São Paulo,Sudeste,Mata Atlântica,320,4327.7,0.47
2023,8,Roraima,Norte,Amazônia,194,4017.1,0.39
2023,8,Amapá,Norte,Amazônia,236,2910.2,0.64
2023,9,Pará,Norte,Amazônia,1249,14496.5,0.57
2023,9,Mato Grosso,Centro-Oeste,Amazônia,1193,21011.4,0.51
2023,9,Amazonas,Norte,Amazônia,716,10301.3,0.49
2023,9,Tocantins,Norte,Cerrado,574,7958.7,0.53
2023,9,Maranhão,Nordeste,Cerrado,641,5847.5,0.56
2023,9,Acre,Norte,Amazônia,522,9061.9,0.54
2023,9,Rondônia,Norte,Amazônia,439,7160.6,0.67
2023,9,Bahia,Nordeste,Caatinga,425,8598.5,0.62
2023,9,Goiás,Centro-Oeste,Cerrado,462,9533.1,0.59
2023,9,Minas Gerais,Sudeste,Cerrado,580,5794.2,0.5
2023,9,Mato Grosso do Sul,Centro-Oeste,Pantanal,448,5434.5,0.54
2023,9,Piauí,Nordeste,Caatinga,567,4883.2,0.52
2023,9,São Paulo,Sudeste,Mata Atlântica,422,5403.4,0.48
2023,9,Roraima,Norte,Amazônia,394,7816.4,0.66
2023,9,Amapá,Norte,Amazônia,217,3780.5,0.7
2023,10,Pará,Norte,Amazônia,896,17065.0,0.42
2023,10,Mato Grosso,Centro-Oeste,Amazônia,1148,22402.0,0.48
2023,10,Amazonas,Norte,Amazônia,399,6444.2,0.45
2023,10,Tocantins,Norte,Cerrado,666,11906.9,0.37
2023,10,Maranhão,Nordeste,Cerrado,426,4403.2,0.62
2023,10,Acre,Norte,Amazônia,302,6179.3,0.49
2023,10,Rondônia,Norte,Amazônia,357,2983.2,0.47
2023,10,Bahia,Nordeste,Caatinga,400,5107.4,0.62
2023,10,Goiás,Centro-Oeste,Cerrado,399,4930.5,0.45
2023,10,Minas Gerais,Sudeste,Cerrado,532,6971.5,0.63
2023,10,Mato Grosso do Sul,Centro-Oeste,Pantanal,477,4754.6,0.47
2023,10,Piauí,Nordeste,Caatinga,276,4161.1,0.5
2023,10,São Paulo,Sudeste,Mata Atlântica,318,2717.6,0.54
2023,10,Roraima,Norte,Amazônia,265,2713.7,0.47
2023,10,Amapá,Norte,Amazônia,131,2698.8,0.48
2023,11,Pará,Norte,Amazônia,607,9979.8,0.38
2023,11,Mato Grosso,Centro-Oeste,Amazônia,331,4225.4,0.28
2023,11,Amazonas,Norte,Amazônia,233,3670.2,0.41
2023,11,Tocantins,Norte,Cerrado,346,6806.2,0.42
2023,11,Maranhão,Nordeste,Cerrado,175,2035.4,0.36
2023,11,Acre,Norte,Amazônia,146,3143.4,0.33
2023,11,Rondônia,Norte,Amazônia,139,2241.6,0.46
2023,11,Bahia,Nordeste,Caatinga,156,2615.7,0.31
2023,11,Goiás,Centro-Oeste,Cerrado,111,2432.4,0.38
2023,11,Minas Gerais,Sudeste,Cerrado,238,3801.2,0.47
2023,11,Mato Grosso do Sul,Centro-Oeste,Pantanal,138,1867.4,0.44
2023,11,Piauí,Nordeste,Caatinga,150,2340.4,0.36
2023,11,São Paulo,Sudeste,Mata Atlântica,169,2614.0,0.44
2023,11,Roraima,Norte,Amazônia,126,2409.0,0.42
2023,11,Amapá,Norte,Amazônia,108,2291.4,0.37
2023,12,Pará,Norte,Amazônia,316,6867.9,0.27
2023,12,Mato Grosso,Centro-Oeste,Amazônia,331,5376.2,0.36
2023,12,Amazonas,Norte,Amazônia,131,1420.7,0.29
2023,12,Tocantins,Norte,Cerrado,144,2182.7,0.47
2023,12,Maranhão,Nordeste,Cerrado,231,4647.3,0.34
2023,12,Acre,Norte,Amazônia,112,2193.5,0.38
2023,12,Rondônia,Norte,Amazônia,139,2972.5,0.48
2023,12,Bahia,Nordeste,Caatinga,93,1855.9,0.35
2023,12,Goiás,Centro-Oeste,Cerrado,148,3034.5,0.34
2023,12,Minas Gerais,Sudeste,Cerrado,150,2515.8,0.13
2023,12,Mato Grosso do Sul,Centro-Oeste,Pantanal,144,2609.0,0.34
2023,12,Piauí,Nordeste,Caatinga,78,950.9,0.39
2023,12,São Paulo,Sudeste,Mata Atlântica,117,1392.6,0.32
2023,12,Roraima,Norte,Amazônia,94,1139.7,0.4
2023,12,Amapá,Norte,Amazônia,63,630.0,0.42
2024,1,Pará,Norte,Amazônia,558,9608.5,0.45
2024,1,Mato Grosso,Centro-Oeste,Amazônia,458,7598.4,0.43
2024,1,Amazonas,Norte,Amazônia,267,2426.3,0.32
2024,1,Tocantins,Norte,Cerrado,172,1535.0,0.26
2024,1,Maranhão,Nordeste,Cerrado,200,3863.1,0.37
2024,1,Acre,Norte,Amazônia,171,2085.2,0.44
2024,1,Rondônia,Norte,Amazônia,195,3729.0,0.33
2024,1,Bahia,Nordeste,Caatinga,141,1271.9,0.4
2024,1,Goiás,Centro-Oeste,Cerrado,131,1474.2,0.33
2024,1,Minas Gerais,Sudeste,Cerrado,237,4979.2,0.34
2024,1,Mato Grosso do Sul,Centro-Oeste,Pantanal,185,2312.7,0.38
2024,1,Piauí,Nordeste,Caatinga,98,1662.7,0.38
2024,1,São Paulo,Sudeste,Mata Atlântica,148,1925.4,0.41
2024,1,Roraima,Norte,Amazônia,103,2105.4,0.42
2024,1,Amapá,Norte,Amazônia,40,648.1,0.41
2024,2,Pará,Norte,Amazônia,369,6478.4,0.39
2024,2,Mato Grosso,Centro-Oeste,Amazônia,407,7942.8,0.3
2024,2,Amazonas,Norte,Amazônia,239,3652.5,0.49
2024,2,Tocantins,Norte,Cerrado,224,2643.1,0.34
2024,2,Maranhão,Nordeste,Cerrado,134,1323.1,0.38
2024,2,Acre,Norte,Amazônia,132,2439.5,0.39
2024,2,Rondônia,Norte,Amazônia,148,1756.2,0.38
2024,2,Bahia,Nordeste,Caatinga,118,2330.6,0.39
2024,2,Goiás,Centro-Oeste,Cerrado,134,1263.2,0.47
2024,2,Minas Gerais,Sudeste,Cerrado,133,2633.1,0.31
2024,2,Mato Grosso do Sul,Centro-Oeste,Pantanal,163,3339.3,0.33
2024,2,Piauí,Nordeste,Caatinga,135,1793.1,0.37
2024,2,São Paulo,Sudeste,Mata Atlântica,124,1665.0,0.54
2024,2,Roraima,Norte,Amazônia,131,1056.0,0.45
2024,2,Amapá,Norte,Amazônia,82,1421.0,0.31
2024,3,Pará,Norte,Amazônia,396,4820.4,0.39
2024,3,Mato Grosso,Centro-Oeste,Amazônia,344,5854.2,0.35
2024,3,Amazonas,Norte,Amazônia,209,4471.6,0.34
2024,3,Tocantins,Norte,Cerrado,95,1368.7,0.38
2024,3,Maranhão,Nordeste,Cerrado,168,2213.8,0.28
2024,3,Acre,Norte,Amazônia,167,3324.1,0.35
2024,3,Rondônia,Norte,Amazônia,173,2527.9,0.28
2024,3,Bahia,Nordeste,Caatinga,111,1941.3,0.4
2024,3,Goiás,Centro-Oeste,Cerrado,106,1050.7,0.44
2024,3,Minas Gerais,Sudeste,Cerrado,201,2496.2,0.44
2024,3,Mato Grosso do Sul,Centro-Oeste,Pantanal,101,1816.5,0.51
2024,3,Piauí,Nordeste,Caatinga,113,1358.7,0.36
2024,3,São Paulo,Sudeste,Mata Atlântica,105,1003.9,0.36
2024,3,Roraima,Norte,Amazônia,66,1300.0,0.38
2024,3,Amapá,Norte,Amazônia,67,998.3,0.29
2024,4,Pará,Norte,Amazônia,477,7790.3,0.19
2024,4,Mato Grosso,Centro-Oeste,Amazônia,354,7607.1,0.36
2024,4,Amazonas,Norte,Amazônia,313,3870.6,0.4
2024,4,Tocantins,Norte,Cerrado,236,3610.4,0.44
2024,4,Maranhão,Nordeste,Cerrado,192,2249.9,0.39
2024,4,Acre,Norte,Amazônia,149,1918.1,0.5
2024,4,Rondônia,Norte,Amazônia,197,4262.8,0.27
2024,4,Bahia,Nordeste,Caatinga,129,2441.4,0.4
2024,4,Goiás,Centro-Oeste,Cerrado,93,1138.4,0.3
2024,4,Minas Gerais,Sudeste,Cerrado,172,3175.8,0.25
2024,4,Mato Grosso do Sul,Centro-Oeste,Pantanal,120,2569.1,0.38
2024,4,Piauí,Nordeste,Caatinga,117,2513.0,0.4
2024,4,São Paulo,Sudeste,Mata Atlântica,120,1338.6,0.33
2024,4,Roraima,Norte,Amazônia,97,1621.2,0.35
2024,4,Amapá,Norte,Amazônia,80,804.6,0.49
2024,5,Pará,Norte,Amazônia,608,8168.1,0.5
2024,5,Mato Grosso,Centro-Oeste,Amazônia,374,4799.4,0.47
2024,5,Amazonas,Norte,Amazônia,293,4271.9,0.44
2024,5,Tocantins,Norte,Cerrado,295,2616.9,0.45
2024,5,Maranhão,Nordeste,Cerrado,227,2242.7,0.57
2024,5,Acre,Norte,Amazônia,196,2231.8,0.45
2024,5,Rondônia,Norte,Amazônia,304,2756.5,0.41
2024,5,Bahia,Nordeste,Caatinga,192,2771.6,0.36
2024,5,Goiás,Centro-Oeste,Cerrado,127,1094.1,0.53
2024,5,Minas Gerais,Sudeste,Cerrado,225,2458.9,0.31
2024,5,Mato Grosso do Sul,Centro-Oeste,Pantanal,169,3624.8,0.45
2024,5,Piauí,Nordeste,Caatinga,157,1826.5,0.43
2024,5,São Paulo,Sudeste,Mata Atlântica,228,2057.3,0.3
2024,5,Roraima,Norte,Amazônia,143,1524.6,0.41
2024,5,Amapá,Norte,Amazônia,108,2009.1,0.41
2024,6,Pará,Norte,Amazônia,755,13632.8,0.35
2024,6,Mato Grosso,Centro-Oeste,Amazônia,736,12756.7,0.34
2024,6,Amazonas,Norte,Amazônia,439,8254.4,0.35
2024,6,Tocantins,Norte,Cerrado,362,2941.8,0.44
2024,6,Maranhão,Nordeste,Cerrado,409,4581.4,0.43
2024,6,Acre,Norte,Amazônia,208,2600.7,0.49
2024,6,Rondônia,Norte,Amazônia,332,3099.4,0.5
2024,6,Bahia,Nordeste,Caatinga,212,3123.3,0.44
2024,6,Goiás,Centro-Oeste,Cerrado,249,2999.1,0.47
2024,6,Minas Gerais,Sudeste,Cerrado,365,7995.5,0.43
2024,6,Mato Grosso do Sul,Centro-Oeste,Pantanal,191,3544.9,0.32
2024,6,Piauí,Nordeste,Caatinga,142,2701.6,0.53
2024,6,São Paulo,Sudeste,Mata Atlântica,247,3216.0,0.32
2024,6,Roraima,Norte,Amazônia,149,1591.7,0.5
2024,6,Amapá,Norte,Amazônia,100,854.5,0.45
2024,7,Pará,Norte,Amazônia,1034,22030.8,0.57
2024,7,Mato Grosso,Centro-Oeste,Amazônia,685,11043.1,0.67
2024,7,Amazonas,Norte,Amazônia,792,9468.3,0.52
2024,7,Tocantins,Norte,Cerrado,636,13515.2,0.49
2024,7,Maranhão,Nordeste,Cerrado,517,9784.3,0.58
2024,7,Acre,Norte,Amazônia,365,3965.9,0.23
2024,7,Rondônia,Norte,Amazônia,345,4361.5,0.54
2024,7,Bahia,Nordeste,Caatinga,312,2806.8,0.55
2024,7,Goiás,Centro-Oeste,Cerrado,225,4354.3,0.53
2024,7,Minas Gerais,Sudeste,Cerrado,428,7580.2,0.59
2024,7,Mato Grosso do Sul,Centro-Oeste,Pantanal,413,4180.5,0.61
2024,7,Piauí,Nordeste,Caatinga,318,3801.6,0.59
2024,7,São Paulo,Sudeste,Mata Atlântica,304,2976.2,0.5
